what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1456069457453
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069458817
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069470086
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069507252
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069511988
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069518066
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069519633
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069522693
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069554961
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069567830
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456069572958
