what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.oomph.predicates,1.2.0.v20150915-0926,"org.eclipse.oomph.predicates",1456029771233
started,bundle,org.eclipse.oomph.predicates.edit,1.2.0.v20150915-0926,"org.eclipse.oomph.predicates.edit",1456029771234
started,bundle,org.eclipse.oomph.preferences,1.2.0.v20150915-0926,"org.eclipse.oomph.preferences",1456029771234
started,bundle,org.eclipse.oomph.resources,1.2.0.v20150915-0926,"org.eclipse.oomph.resources",1456029771235
started,bundle,org.eclipse.oomph.setup,1.2.0.v20150915-0926,"org.eclipse.oomph.setup",1456029771235
started,bundle,org.eclipse.oomph.setup.core,1.2.0.v20150915-0926,"org.eclipse.oomph.setup.core",1456029771236
started,bundle,org.eclipse.oomph.setup.edit,1.2.0.v20150915-0926,"org.eclipse.oomph.setup.edit",1456029771237
started,bundle,org.eclipse.oomph.setup.p2,1.2.0.v20150915-0926,"org.eclipse.oomph.setup.p2",1456029771238
started,bundle,org.eclipse.oomph.setup.p2.edit,1.2.0.v20150915-0926,"org.eclipse.oomph.setup.p2.edit",1456029771238
started,bundle,org.eclipse.oomph.setup.sync,1.2.0.v20150915-0926,"org.eclipse.oomph.setup.sync",1456029771250
started,bundle,org.eclipse.oomph.setup.ui,1.2.0.v20150915-0926,"org.eclipse.oomph.setup.ui",1456029771251
started,bundle,org.eclipse.oomph.ui,1.2.0.v20150915-0926,"org.eclipse.oomph.ui",1456029771252
started,bundle,org.eclipse.oomph.util,1.2.0.v20150915-0926,"org.eclipse.oomph.util",1456029771252
started,bundle,org.eclipse.oomph.workingsets,1.2.0.v20150915-0926,"org.eclipse.oomph.workingsets",1456029771253
started,bundle,org.eclipse.oomph.workingsets.editor,1.2.0.v20150915-0926,"org.eclipse.oomph.workingsets.editor",1456029771254
started,bundle,org.eclipse.team.core,3.7.100.v20150203-1452,"org.eclipse.team.core",1456029771266
started,bundle,org.eclipse.team.ui,3.7.200.v20150203-1452,"org.eclipse.team.ui",1456029771267
started,bundle,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui",1456029771269
started,bundle,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console",1456029771270
started,bundle,org.eclipse.ui.editors,3.9.0.v20150213-1939,"org.eclipse.ui.editors",1456029771270
started,bundle,org.eclipse.ui.forms,3.6.200.v20150506-2029,"org.eclipse.ui.forms",1456029771271
started,bundle,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.ide",1456029771272
started,bundle,org.eclipse.ui.ide.application,1.1.0.v20150422-0725,"org.eclipse.ui.ide.application",1456029771273
started,bundle,org.eclipse.ui.monitoring,1.0.0.v20150512-1436,"org.eclipse.ui.monitoring",1456029771274
started,bundle,org.eclipse.ui.net,1.2.200.v20120807-0927,"org.eclipse.ui.net",1456029771274
started,bundle,org.eclipse.ui.themes,1.1.0.v20150511-0913,"org.eclipse.ui.themes",1456029771275
started,bundle,org.eclipse.ui.views,3.8.0.v20150422-0725,"org.eclipse.ui.views",1456029771275
started,bundle,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"org.eclipse.ui.workbench",1456029771277
started,bundle,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.workbench.texteditor",1456029771290
started,bundle,org.eclipse.update.configurator,3.3.300.v20140518-1928,"org.eclipse.update.configurator",1456029771291
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1456029771292
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1456029771292
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1456029771293
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1456029771294
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1456029771294
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1456029771295
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1456029771295
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1456029771297
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1456029771297
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1456029771298
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1456029771299
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1456029771299
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1456029771300
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1456029771301
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1456029771304
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1456029771310
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1456029771312
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1456029771314
