what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"es_CO",1456066843046
processors,sysinfo,,,"4",1456066843046
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1456066843046
java.runtime.version,sysinfo,,,"1.8.0_72-b15",1456066843046
java.specification.name,sysinfo,,,"Java Platform API Specification",1456066843046
java.specification.vendor,sysinfo,,,"Oracle Corporation",1456066843046
java.specification.version,sysinfo,,,"1.8",1456066843046
java.vendor,sysinfo,,,"Oracle Corporation",1456066843046
java.version,sysinfo,,,"1.8.0_72",1456066843046
java.vm.info,sysinfo,,,"mixed mode",1456066843046
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1456066843046
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1456066843046
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1456066843046
java.vm.specification.version,sysinfo,,,"1.8",1456066843046
java.vm.vendor,sysinfo,,,"Oracle Corporation",1456066843046
java.vm.version,sysinfo,,,"25.72-b15",1456066843046
started,bundle,org.eclipse.oomph.resources,1.2.0.v20150915-0926,"org.eclipse.oomph.resources",1456066845455
started,bundle,org.eclipse.oomph.setup.p2,1.2.0.v20150915-0926,"org.eclipse.oomph.setup.p2",1456066845581
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.400.v20150513-2116,"org.eclipse.equinox.p2.artifact.repository",1456066845857
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.1.100.v20150521-1342,"org.eclipse.equinox.p2.transport.ecf",1456066845875
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067229257
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456067236251
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067258156
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067258263
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456067260580
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067261036
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067261159
started,bundle,org.eclipse.wb.core.lib,1.8.0.r45x201506110820,"org.eclipse.wb.core.lib",1456067299246
started,bundle,org.eclipse.wb.core,1.8.0.r45x201506110820,"org.eclipse.wb.core",1456067299277
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1456067299493
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1456067320886
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456067328643
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067328942
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456067331161
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067331486
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456067332824
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067333303
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067333376
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456067333630
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067333808
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456067361945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067362249
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067384494
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067404388
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1456067406209
started,bundle,org.eclipse.compare,3.5.600.v20150420-1449,"org.eclipse.compare",1456067406766
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067407125
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067413357
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067413423
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067421981
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067422398
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1456067422449
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067424370
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067428104
started,bundle,org.eclipse.mylyn.java.ui,3.17.0.v20150828-2014,"org.eclipse.mylyn.java.ui",1456067435361
started,bundle,org.eclipse.recommenders.injection,2.2.4.v20150914-0857,"org.eclipse.recommenders.injection",1456067435413
started,bundle,org.eclipse.recommenders.apidocs.rcp,2.2.4.v20150914-0857,"org.eclipse.recommenders.apidocs.rcp",1456067435434
started,bundle,org.eclipse.recommenders.chain.rcp,2.2.4.v20150914-0857,"org.eclipse.recommenders.chain.rcp",1456067435439
started,bundle,org.eclipse.recommenders.completion.rcp,2.2.4.v20150914-0857,"org.eclipse.recommenders.completion.rcp",1456067435457
started,bundle,org.eclipse.recommenders.coordinates.rcp,2.2.4.v20150914-0857,"org.eclipse.recommenders.coordinates.rcp",1456067435468
started,bundle,org.eclipse.recommenders.coordinates,2.2.4.v20150914-0857,"org.eclipse.recommenders.coordinates",1456067435484
started,bundle,org.eclipse.recommenders.rcp,2.2.4.v20150914-0857,"org.eclipse.recommenders.rcp",1456067435525
started,bundle,org.eclipse.recommenders.snipmatch.rcp,2.2.4.v20150914-0857,"org.eclipse.recommenders.snipmatch.rcp",1456067435538
started,bundle,org.eclipse.recommenders.models,2.2.4.v20150914-0857,"org.eclipse.recommenders.models",1456067435711
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067437126
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1456067438507
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1456067438744
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1456067438960
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1456067438964
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1456067439125
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1456067439221
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1456067439240
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1456067439242
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067439331
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.text.contentAssist.proposals",1456067439350
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.text.contentAssist.proposals",1456067441638
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1456067441969
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.file.save",1456067443972
deactivated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067450352
activated,workbench,org.eclipse.ui.workbench,3.107.0.v20150825-2206,"",1456067458621
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.text.contentAssist.proposals",1456067465274
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.text.contentAssist.proposals",1456067474105
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.text.contentAssist.proposals",1456067475257
